subset,file,cycle_number,n_points,dis_ah_max,chg_ah_max,dis_points,dis_duration,v_end_dis,v_min,v_max,i_min,i_max,dis_int_ah,chg_int_ah,n_dis_seg,n_chg_seg,qd_min_diff_in_dis,chg_points,soh_repo,soh_dis1
NA_ion,NA-ion_270040-1-1-64.pkl,15,2846,0.7888415,0.789837,1421,1419.0,1.9996,1.9996,4.0001,-2.0002887,2.0002851,0.7883970173055556,0.7900592088749999,1,1,0.0004444999999999,1423,0.7888415,0.9982291475928415
NA_ion,NA-ion_270040-1-1-64.pkl,16,2846,0.7886741,0.7896148,1421,1419.0,1.9998,1.9998,4.0002,-2.0002725,2.0002801,0.7883962746666667,0.7900592260694445,1,1,0.0002777999999999,1423,0.7886741,0.9980173134546694
NA_ion,NA-ion_270040-1-1-64.pkl,17,2844,0.7882839,0.7892832,1420,1418.0,2.0035,1.9997,4.0001,-2.0002725,2.0002949,0.7878393780277778,0.7895054054583333,1,1,-0.0004445,1422,0.7882839,0.9975235399736967
NA_ion,NA-ion_270040-1-1-64.pkl,18,2843,0.7880605,0.788949,1420,1419.0,1.9996,1.9996,4.0,-2.0002794,2.0002615,0.7878384212777777,0.7889488915277778,2,1,0.0,1421,0.7880605,0.9972408413687522
NA_ion,NA-ion_270040-1-1-64.pkl,19,2842,0.7877853,0.7887278,1419,1418.0,1.9998,1.9998,4.0001,-2.0002935,2.0002949,0.7878408269166667,0.7883943877083334,1,1,0.0005,1421,0.7877853,0.9968925931320437
NA_ion,NA-ion_270040-1-1-64.pkl,20,2841,0.7875085,0.7883922,1419,1418.0,1.9998,1.9998,4.0001,-2.000288,2.0002761,0.7878418494583332,0.78839222525,1,1,0.0002221999999999,1420,0.7875085,0.9965423201962843
NA_ion,NA-ion_270040-1-1-64.pkl,21,2840,0.7872855,0.7881226,1418,1417.0,1.9997,1.9997,4.0,-2.0002689,2.0002997,0.7872854860833334,0.7878447758888889,1,1,0.0005554999999999,1420,0.7872855,0.9962601277661026
NA_ion,NA-ion_270040-1-1-64.pkl,22,2839,0.7870067,0.7878351,1418,1417.0,1.9998,1.9998,4.0001,-2.0002699,2.0002837,0.7872844984722223,0.7878351007777776,1,1,0.0002777999999999,1419,0.7870067,0.9959073239565301
NA_ion,NA-ion_270040-1-1-64.pkl,23,2838,0.7867298,0.7875623,1417,1416.0,1.9997,1.9997,4.0,-2.0002768,2.0002742,0.7867297518055554,0.7872844633472222,1,1,0.0005554999999999,1419,0.7867298,0.9955569244770803
NA_ion,NA-ion_270040-1-1-64.pkl,24,2838,0.7865629,0.7873369,1417,1416.0,1.9997,1.9997,4.0002,-2.0002878,2.0002794,0.7867295428611111,0.7867256832361111,1,2,0.0003888999999999,1419,0.7865629,0.9953457230573612
NA_ion,NA-ion_270040-1-1-64.pkl,25,2837,0.7862877,0.7871155,1417,1415.0,1.9993,1.9993,4.0001,-2.0002835,2.0002789,0.7861765738750001,0.7872820487222223,1,1,0.0001111,1418,0.7862877,0.9949974748206528
NA_ion,NA-ion_270040-1-1-64.pkl,26,2836,0.7860128,0.7869512,1416,1415.0,1.9998,1.9998,4.0,-2.0003169,2.0003066,0.7861794044166667,0.786728946625,1,1,0.0003889999999999,1418,0.7860128,0.9946496062150161
NA_ion,NA-ion_270040-1-1-64.pkl,27,2835,0.7857905,0.7865674,1416,1414.0,1.9997,1.9997,4.0001,-2.0003018,2.0003088,0.7856237724166666,0.7861784564166666,1,2,0.0001666999999999,1417,0.7857905,0.9943682995906691
NA_ion,NA-ion_270040-1-1-64.pkl,28,2834,0.7855145,0.7862366,1415,1414.0,1.9999,1.9999,4.0001,-2.0002892,2.0003011,0.7856255989166667,0.785625370013889,1,2,0.0004444999999999,1417,0.7855145,0.9940190390044352
NA_ion,NA-ion_270040-1-1-64.pkl,29,2833,0.7853488,0.7860691,1415,1413.0,1.9997,1.9997,4.0001,-2.0002928,2.0002968,0.785070982625,0.7861801566250001,1,1,0.0002777999999999,1416,0.7853488,0.9938093561090041
NA_ion,NA-ion_270040-1-1-64.pkl,30,2832,0.7850695,0.7857884,1414,1413.0,1.9998,1.9998,4.0001,-2.0003107,2.000308,0.7850694687361112,0.7861773892361111,1,1,0.0005554,1416,0.7850695,0.9934559195809783
NA_ion,NA-ion_270040-1-1-64.pkl,31,2831,0.7848998,0.7856206,1414,1412.0,1.9996,1.9996,4.0002,-2.0003009,2.0003066,0.7845108765694444,0.7856206049722222,1,1,0.0003889,1415,0.7848998,0.9932411749379209
NA_ion,NA-ion_270040-1-1-64.pkl,32,2831,0.7846254,0.7852886,1414,1412.0,1.9995,1.9995,4.0001,-2.0003011,2.0002921,0.78451420475,0.7856218306666666,1,1,0.0001111999999999,1415,0.7846254,0.9928939390507375
NA_ion,NA-ion_270040-1-1-64.pkl,33,2830,0.784344,0.7851219,1413,1412.0,2.0,2.0,4.0001,-2.0002816,2.0003011,0.7845106555277778,0.7845106708611111,1,2,0.0003889,1415,0.784344,0.9925378451052078
NA_ion,NA-ion_270040-1-1-64.pkl,34,2829,0.78407,0.7847349,1413,1411.0,1.9997,1.9997,4.0001,-2.000294,2.0002863,0.783403285611111,0.784512610611111,2,1,0.0,1414,0.78407,0.9921911153927873
NA_ion,NA-ion_270040-1-1-64.pkl,35,2827,0.7837958,0.7845138,1412,1411.0,1.9999,1.9999,4.0,-2.0003071,2.0002918,0.7839624015833333,0.784513742125,1,1,0.000389,1413,0.7837958,0.9918441325929853
NA_ion,NA-ion_270040-1-1-64.pkl,36,2827,0.7836274,0.7842921,1412,1410.0,1.9998,1.9998,4.0002,-2.0002878,2.000283,0.7834050710138889,0.784514302125,1,1,0.0002223,1413,0.7836274,0.9916310330179062
NA_ion,NA-ion_270040-1-1-64.pkl,37,2826,0.7833486,0.7840145,1411,1410.0,1.9998,1.9998,4.0001,-2.0002856,2.0002828,0.7834041057083333,0.7834032371388889,1,2,0.0005001,1413,0.7833486,0.9912782292083337
NA_ion,NA-ion_270040-1-1-64.pkl,38,2825,0.7831756,0.7837869,1411,1409.0,2.0024,1.9996,4.0002,-2.0002885,2.000294,0.7828421506111112,0.783953509625,1,1,-0.0003333999999999,1412,0.7831756,0.9910593086234842
NA_ion,NA-ion_270040-1-1-64.pkl,39,2824,0.7828421,0.7835639,1410,1409.0,1.9997,1.9997,4.0,-2.0002735,2.000278,0.7828420197638889,0.7839528047361112,1,1,0.0005554999999999,1412,0.7828421,0.9906372854151183
NA_ion,NA-ion_270040-1-1-64.pkl,40,2823,0.7826211,0.7832853,1410,1409.0,1.9999,1.9999,4.0001,-2.0002754,2.0002871,0.7828433206666667,0.7828407998472222,1,1,0.0003333999999999,1411,0.7826211,0.9903576238587498
NA_ion,NA-ion_270040-1-1-64.pkl,41,2823,0.7823411,0.7830056,1410,1408.0,1.9998,1.9998,4.0001,-2.0002773,2.000283,0.7822854687638889,0.7822832910277778,1,2,5.56000000000445e-05,1411,0.7823411,0.9900033015248895
NA_ion,NA-ion_270040-1-1-64.pkl,42,2821,0.7821199,0.7827299,1409,1408.0,1.9995,1.9995,4.0001,-2.0002685,2.0002787,0.7822864945833333,0.782840975625,1,1,0.0003889,1410,0.7821199,0.9897233868811396
NA_ion,NA-ion_270040-1-1-64.pkl,43,2821,0.7818403,0.7825053,1409,1407.0,1.9999,1.9999,4.0001,-2.0002794,2.000288,0.7817291631111112,0.7822830419861111,1,1,0.0001111,1410,0.7818403,0.9893695707220419
NA_ion,NA-ion_270040-1-1-64.pkl,44,2819,0.7816705,0.7822231,1408,1407.0,1.9996,1.9996,4.0,-2.0002732,2.0002835,0.7817260030555556,0.7817230127916667,1,2,0.0005001,1409,0.7816705,0.9891546995352937
NA_ion,NA-ion_270040-1-1-64.pkl,45,2819,0.7813905,0.7820578,1408,1406.0,1.9999,1.9999,4.0,-2.000267,2.0002859,0.7811682590694444,0.7817243552916668,1,2,0.0002221999999999,1409,0.7813905,0.9888003772014331
NA_ion,NA-ion_270040-1-1-64.pkl,46,2818,0.7811652,0.7817764,1407,1406.0,1.9996,1.9996,4.0001,-2.0002456,2.000262,0.7811651870972223,0.7817207607777777,1,1,0.0005554999999999,1409,0.7811652,0.9885152742663661
NA_ion,NA-ion_270040-1-1-64.pkl,47,2817,0.7809994,0.781555,1407,1406.0,1.9997,1.9997,4.0001,-2.0002582,2.0002768,0.7811660837222222,0.7817215925972222,1,1,0.0003889,1408,0.7809994,0.9883054648272445
NA_ion,NA-ion_270040-1-1-64.pkl,48,2816,0.7806098,0.7813317,1406,1405.0,2.0,2.0,4.0001,-2.0002408,2.0002589,0.7806098050555556,0.781164985611111,1,1,0.0005554999999999,1408,0.7806098,0.9878124506084157
NA_ion,NA-ion_270040-1-1-64.pkl,49,2815,0.780443,0.7810512,1406,1405.0,2.0,2.0,4.0001,-2.0002506,2.0002551,0.7806095730277778,0.7811622831666667,1,1,0.0003889999999999,1407,0.780443,0.9876013757323874
NA_ion,NA-ion_270040-1-1-64.pkl,50,2815,0.7802202,0.7807782,1406,1404.0,1.9996,1.9996,4.0001,-2.0002427,2.0002711,0.7800534655555555,0.7806114755138889,1,1,0.0001667,1407,0.7802202,0.9873194363895871
NA_ion,NA-ion_270040-1-1-64.pkl,51,2813,0.7799072,0.7805675,1405,1404.0,1.9998,1.9998,4.0,-2.0003088,2.0002968,0.7800738950277778,0.7800673741527778,1,2,0.0003889,1406,0.7799072,0.9869233546378072
NA_ion,NA-ion_270040-1-1-64.pkl,52,2813,0.7797034,0.7802451,1405,1403.0,1.9996,1.9996,4.0001,-2.0003955,2.0003314,0.7789811675277777,0.7800783917916667,2,1,0.0,1406,0.7797034,0.9866654585962331
NA_ion,NA-ion_270040-1-1-64.pkl,53,2811,0.7793892,0.7799935,1404,1403.0,1.9997,1.9997,4.0001,-2.0004029,2.0004039,0.7795558607083333,0.7801045437638888,1,1,0.0003889,1405,0.7793892,0.9862678583201654
NA_ion,NA-ion_270040-1-1-64.pkl,54,2811,0.7791736,0.7797278,1404,1402.0,1.9997,1.9997,4.0001,-2.0004404,2.0004523,0.7790067914027777,0.7795610985555554,1,1,0.0001667,1405,0.7791736,0.9859950301230929
NA_ion,NA-ion_270040-1-1-64.pkl,55,2809,0.7788389,0.7794494,1403,1402.0,1.9996,1.9996,4.0,-2.0004385,2.0004392,0.778449978486111,0.7795605200555554,2,1,0.0,1404,0.7788389,0.9855714883904388
NA_ion,NA-ion_270040-1-1-64.pkl,56,2809,0.7786193,0.7792298,1403,1402.0,1.9997,1.9997,4.0001,-2.0004156,2.0004201,0.7790081959305556,0.7790075032083333,1,1,0.0001666999999999,1404,0.7786193,0.9852935984457397
NA_ion,NA-ion_270040-1-1-64.pkl,57,2807,0.7783422,0.7788947,1402,1401.0,1.9999,1.9999,4.0001,-2.0004382,2.0004299,0.777897861875,0.7784501793194444,2,1,0.0,1403,0.7783422,0.9849429458789085
NA_ion,NA-ion_270040-1-1-64.pkl,58,2807,0.7780687,0.7786767,1402,1400.0,2.0012,1.9998,4.0001,-2.0004451,2.0004413,0.7779018844722222,0.779010128236111,1,1,-0.0001666999999999,1403,0.7780687,0.9845968488849411
NA_ion,NA-ion_270040-1-1-64.pkl,59,2805,0.7778471,0.7784032,1401,1400.0,1.9999,1.9999,4.0001,-2.0004454,2.0004411,0.7779026548333334,0.7784587824583333,1,1,0.0005001,1402,0.7778471,0.9843164280664288
NA_ion,NA-ion_270040-1-1-64.pkl,60,2805,0.7776219,0.7781763,1401,1400.0,1.9999,1.9999,4.0002,-2.0004432,2.0004544,0.777344215125,0.777898472875,2,1,0.0,1402,0.7776219,0.9840314516750525
NA_ion,NA-ion_270040-1-1-64.pkl,61,2803,0.7772892,0.7778952,1400,1399.0,1.9997,1.9997,4.0,-2.0004368,2.000448,0.7773446986111111,0.7778951610555555,1,1,0.0005001,1401,0.7772892,0.9836104408162119
NA_ion,NA-ion_270040-1-1-64.pkl,62,2803,0.777067,0.7776201,1400,1399.0,1.9997,1.9997,4.0001,-2.0004375,2.0004315,0.7773447221805556,0.7773421899722223,1,1,0.0002778999999999,1401,0.777067,0.9833292607355554
NA_ion,NA-ion_270040-1-1-64.pkl,63,2803,0.7768492,0.7774037,1400,1398.0,2.0002,1.9997,4.0002,-2.0004385,2.0004437,0.7767935680277778,0.7773481451111112,1,1,-5.56000000000445e-05,1401,0.7768492,0.9830536485772883
NA_ion,NA-ion_270040-1-1-64.pkl,64,2801,0.7764513,0.7771264,1399,1398.0,1.9999,1.9999,4.0001,-2.0004389,2.0004592,0.7767846729444444,0.776792951125,1,1,0.0002221999999999,1400,0.7764513,0.9825501312321343
NA_ion,NA-ion_270040-1-1-64.pkl,65,2800,0.776282,0.7767855,1399,1397.0,2.0002,1.9997,4.0001,-2.0004287,2.0004246,0.7762264253611112,0.7767854704722222,1,1,-5.549999999998612e-05,1399,0.776282,0.9823358927638395
NA_ion,NA-ion_270040-1-1-64.pkl,66,2799,0.7760157,0.7765694,1398,1396.0,2.0026,1.9999,4.0001,-2.0004396,2.0004523,0.7756822509166666,0.7767916426666667,1,1,-0.0003333999999999,1399,0.7760157,0.9819989069156
NA_ion,NA-ion_270040-1-1-64.pkl,67,2798,0.7756798,0.7762957,1397,1396.0,1.9998,1.9998,4.0,-2.0004418,2.0004494,0.7756797108888888,0.7762400774583333,1,1,0.0005555,1399,0.7756798,0.9815738466586581
NA_ion,NA-ion_270040-1-1-64.pkl,68,2797,0.7754049,0.7759599,1397,1395.0,1.9999,1.9999,4.0,-2.0004334,2.0004375,0.775127045611111,0.7762377071111112,1,1,0.0002777999999999,1398,0.7754049,0.9812259780530215
NA_ion,NA-ion_270040-1-1-64.pkl,69,2795,0.7751215,0.7756829,1396,1395.0,1.9998,1.9998,4.0,-2.0004447,2.0004683,0.7751214061111111,0.7756828401111111,1,1,0.0005555,1397,0.7751215,0.9808673532336785
NA_ion,NA-ion_270040-1-1-64.pkl,70,2795,0.7748974,0.7754559,1396,1394.0,1.9997,1.9997,4.0,-2.0004268,2.0004349,0.7745639625277777,0.7756781080972224,1,1,0.0003333999999999,1397,0.7748974,0.9805837688228993
NA_ion,NA-ion_270040-1-1-64.pkl,71,2795,0.7746205,0.7751773,1396,1394.0,1.9997,1.9997,4.0002,-2.0004268,2.0004246,0.7745649128055556,0.7756773391666666,1,1,5.56000000000445e-05,1397,0.7746205,0.9802333693434496
NA_ion,NA-ion_270040-1-1-64.pkl,72,2793,0.7742853,0.7749022,1395,1394.0,2.0,2.0,4.0001,-2.0004175,2.0004473,0.7745631129583332,0.774568735625,1,1,0.0002777999999999,1396,0.7742853,0.9798091948923422
NA_ion,NA-ion_270040-1-1-64.pkl,73,2791,0.774008,0.7745625,1394,1393.0,1.9998,1.9998,4.0001,-2.0004239,2.0004251,0.7740079929444444,0.7745624833194444,1,1,0.0005555,1395,0.774008,0.9794582892381298
NA_ion,NA-ion_270040-1-1-64.pkl,74,2791,0.7737319,0.7742854,1394,1393.0,2.0,2.0,4.0001,-2.0004218,2.0004475,0.7740097488611111,0.7740075932638889,1,1,0.0002777999999999,1395,0.7737319,0.9791089021082052
NA_ion,NA-ion_270040-1-1-64.pkl,75,2790,0.7735078,0.7740086,1394,1392.0,2.0001,1.9996,4.0,-2.0004101,2.0004399,0.7728966917777778,0.7740086290555556,2,1,-5.559999999993348e-05,1394,0.7735078,0.9788253176974261
NA_ion,NA-ion_270040-1-1-64.pkl,76,2789,0.773173,0.7737857,1393,1392.0,1.9998,1.9998,4.0001,-2.0004287,2.000421,0.7734507715972222,0.7734522627361111,1,1,0.0002779,1394,0.773173,0.9784016494210815
NA_ion,NA-ion_270040-1-1-64.pkl,77,2788,0.7729496,0.773447,1393,1391.0,1.9995,1.9995,4.0,-2.0004127,2.0004182,0.7728940738611112,0.7734469370972222,1,1,5.549999999998612e-05,1393,0.7729496,0.9781189508161372
NA_ion,NA-ion_270040-1-1-64.pkl,78,2787,0.7727264,0.773228,1392,1390.0,1.9997,1.9997,4.0001,-2.0004294,2.000442,0.7723374319027778,0.7734502414444445,1,1,0.000389,1393,0.7727264,0.9778365052985741
NA_ion,NA-ion_270040-1-1-64.pkl,79,2785,0.7722814,0.772894,1391,1390.0,1.9997,1.9997,4.0,-2.0004079,2.0004196,0.7723369514583334,0.7728938946666666,1,1,0.0005,1392,0.7722814,0.9772733858751173
NA_ion,NA-ion_270040-1-1-64.pkl,80,2785,0.7720628,0.7726169,1391,1389.0,2.0,2.0,4.0001,-2.0004301,2.0004323,0.771784983,0.7728946518472223,1,1,0.0002777,1392,0.7720628,0.9769967613673248
NA_ion,NA-ion_270040-1-1-64.pkl,81,2783,0.7717288,0.7722321,1390,1389.0,1.9998,1.9998,4.0,-2.0004425,2.0004528,0.7717842336666667,0.7723432165833333,1,1,0.0005001,1391,0.7717288,0.9765741054405055
NA_ion,NA-ion_270040-1-1-64.pkl,82,2783,0.7714996,0.772062,1390,1389.0,1.9996,1.9996,4.0001,-2.000421,2.0004191,0.7717774452777778,0.7717841215694444,1,1,0.0002777999999999,1391,0.7714996,0.9762840673015025
NA_ion,NA-ion_270040-1-1-64.pkl,83,2781,0.7712123,0.7717736,1389,1388.0,1.9999,1.9999,4.0001,-2.0003932,2.0004115,0.7712122147638888,0.7717735749722222,1,1,0.0005555999999999,1390,0.7712123,0.9759205072782235
NA_ion,NA-ion_270040-1-1-64.pkl,84,2781,0.770952,0.7714465,1389,1388.0,1.9997,1.9997,4.0001,-2.0004287,2.0004272,0.7712297484722221,0.7706684454444445,1,2,0.0002778999999999,1390,0.770952,0.975591114051424
NA_ion,NA-ion_270040-1-1-64.pkl,85,2779,0.7706782,0.7711762,1388,1387.0,1.9995,1.9995,4.0001,-2.0004356,2.0004361,0.7706781665416667,0.7712316834166667,1,1,0.0005555,1389,0.7706782,0.9752446374263848
NA_ion,NA-ion_270040-1-1-64.pkl,86,2779,0.7703453,0.7708984,1388,1387.0,1.9995,1.9995,4.0,-2.0004342,2.000433,0.7706786239166667,0.7706760575833334,1,1,0.0002223,1389,0.7703453,0.9748233734801628
NA_ion,NA-ion_270040-1-1-64.pkl,87,2777,0.7700713,0.7706228,1387,1386.0,1.9997,1.9997,4.0001,-2.0004497,2.0004599,0.7695713667222221,0.7701227031805554,2,1,0.0,1388,0.7700713,0.9744766437677422
NA_ion,NA-ion_270040-1-1-64.pkl,88,2777,0.7697365,0.7702883,1387,1385.0,1.9998,1.9998,4.0001,-2.0004756,2.0004439,0.7695698209166666,0.7706772035833335,1,1,0.0001666,1388,0.7697365,0.9740529754913977
NA_ion,NA-ion_270040-1-1-64.pkl,89,2775,0.7694624,0.7699608,1386,1384.0,1.9998,1.9998,4.0001,-2.0004451,2.0004659,0.7690178348611112,0.7701274049027778,1,1,0.0004444999999999,1387,0.7694624,0.9737061192352863
NA_ion,NA-ion_270040-1-1-64.pkl,90,2775,0.7691292,0.7696866,1386,1384.0,1.9997,1.9997,4.0001,-2.0004523,2.000469,0.7690179861527777,0.770131087888889,1,1,0.0001111999999999,1387,0.7691292,0.9732844756579923
NA_ion,NA-ion_270040-1-1-64.pkl,91,2773,0.7688421,0.7694044,1385,1383.0,1.9998,1.9998,4.0001,-2.0004368,2.0004439,0.7684530688333333,0.7695710285,1,1,0.0003889999999999,1386,0.7688421,0.9729211687220947
NA_ion,NA-ion_270040-1-2-63.pkl,1,1177,0.8965244,0.891192,588,587.0,1.9992,1.9992,4.0001,-5.5003591,5.5005536,0.8968297526527779,0.8907335504305556,1,1,0.0012223,585,0.8965244,1.0
NA_ion,NA-ion_270040-1-2-63.pkl,2,1183,0.8989758,0.9005156,590,588.0,1.9994,1.9994,4.0001,-5.5004053,5.5004706,0.8983646716944446,0.8999044462222222,1,1,0.000611,591,0.8989758,1.0027343371803377
NA_ion,NA-ion_270040-1-2-63.pkl,3,1182,0.898809,0.8999085,590,589.0,1.9998,1.9998,4.0005,-5.5003824,5.5005369,0.8998713979999999,0.8999084158888889,1,1,0.0004603999999999,590,0.898809,1.0025482853562044
NA_ion,NA-ion_270040-1-2-63.pkl,4,1181,0.8977469,0.8989956,589,588.0,1.9999,1.9999,4.0,-5.5003519,5.5005631,0.8983579417361112,0.8983843851805555,1,1,0.0009166,590,0.8977469,1.0013635992506171
NA_ion,NA-ion_270040-1-2-63.pkl,5,1180,0.8972935,0.8982275,589,587.0,1.9995,1.9995,4.0003,-5.501193,5.5005412,0.8968348547222222,0.8983801330138889,1,1,0.0004584999999999,589,0.8972935,1.000857868452883
NA_ion,NA-ion_270040-1-2-63.pkl,6,1179,0.8966814,0.8976158,588,587.0,1.9991,1.9991,4.0004,-5.5003843,5.5005603,0.8953066253333332,0.8968518706527776,2,1,0.0,589,0.8966814,1.0001751207217562
NA_ion,NA-ion_270040-1-2-63.pkl,7,1178,0.8959127,0.8968529,588,587.0,1.9996,1.9996,4.0003,-5.5003428,5.5005393,0.8968292800416667,0.8953249000694445,1,2,0.0006112,588,0.8959127,0.999317698436317
NA_ion,NA-ion_270040-1-2-63.pkl,8,1178,0.8954497,0.8962418,588,586.0,1.9995,1.9995,4.0003,-5.5003467,5.500535,0.8952968354444444,0.8953250940277778,1,2,0.0001528,588,0.8954497,0.9988012596199278
NA_ion,NA-ion_270040-1-2-63.pkl,9,1177,0.8946869,0.8956234,587,585.0,1.9996,1.9996,4.0003,-5.5003262,5.5004797,0.8937701023611111,0.8953177969305557,1,2,0.0009166999999999,588,0.8946869,0.997950418304287
NA_ion,NA-ion_270040-1-2-63.pkl,10,1176,0.894227,0.8950109,587,585.0,1.9995,1.9995,4.0002,-5.5003428,5.5004845,0.8937685807361111,0.8937884319305556,1,2,0.0004583,587,0.894227,0.9974374372855886
NA_ion,NA-ion_270040-1-2-63.pkl,11,1175,0.8934613,0.8944021,586,585.0,1.9996,1.9996,4.0001,-5.5003538,5.5004883,0.8937667200416667,0.8937908534722222,1,2,0.0012223,587,0.8934613,0.9965833612559792
NA_ion,NA-ion_270040-1-2-63.pkl,12,1174,0.8928497,0.893638,586,585.0,1.9998,1.9998,4.0,-5.5003133,5.5004568,0.8937663610833334,0.8922628452777778,1,1,0.0006109999999999,586,0.8928497,0.9959011712341571
NA_ion,NA-ion_270040-1-2-63.pkl,13,1174,0.8923899,0.8931777,586,585.0,2.0,2.0,4.0001,-5.5003328,5.5004606,0.8937648136388889,0.8922608697222222,1,1,0.0001527999999999,586,0.8923899,0.9953883017573196
NA_ion,NA-ion_270040-1-2-63.pkl,14,1173,0.8919336,0.8925684,585,584.0,1.9993,1.9993,4.0001,-5.5002909,5.5005026,0.8922390332499999,0.8922626844166666,1,1,0.0012223,586,0.8919336,0.994879336245617
NA_ion,NA-ion_270040-1-2-63.pkl,15,1172,0.8913233,0.8922583,585,583.0,2.0,2.0,4.0001,-5.5003152,5.5003996,0.8907120071944444,0.8907304521944444,1,2,0.0006111,585,0.8913233,0.9941985962679879
NA_ion,NA-ion_270040-1-2-63.pkl,16,1172,0.8908638,0.891498,585,584.0,1.9994,1.9994,4.0001,-5.500298,5.500423,0.8922385956805556,0.8907339971944445,1,1,0.0001529,585,0.8908638,0.9936860614167333
NA_ion,NA-ion_270040-1-2-63.pkl,17,1171,0.8904091,0.8910387,584,583.0,1.9992,1.9992,4.0002,-5.5003424,5.5004797,0.8907144965138889,0.8907330688055557,1,1,0.0012222999999998,585,0.8904091,0.9931788805748064
NA_ion,NA-ion_270040-1-2-63.pkl,18,1170,0.8896519,0.8905815,584,583.0,1.9994,1.9994,4.0002,-5.50038,5.5005093,0.8907212746666667,0.8892064743611111,1,2,0.0004583,584,0.8896519,0.9923342856033813
NA_ion,NA-ion_270040-1-2-63.pkl,19,1170,0.8893381,0.889976,584,582.0,1.9993,1.9993,4.0003,-5.5003672,5.5004873,0.8891852207083333,0.8892119098055556,1,1,0.0001529,584,0.8893381,0.9919842672435909
NA_ion,NA-ion_270040-1-2-63.pkl,20,1169,0.8887268,0.8895127,583,581.0,1.9991,1.9991,4.0002,-5.50034,5.5004644,0.8876572318472222,0.8907348164027779,1,1,0.0010693999999999,584,0.8887268,0.9913024118473519
