subset,file,cell_id,n_cycles,nominal_capacity_in_Ah,soc_lo,soc_hi,min_voltage_limit_in_V,max_voltage_limit_in_V,disc_sign,sign_votes_neg,sign_votes_pos,has_time,cycle_keys,top_keys,error
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_c.pkl,SNL_18650_NMC_25C_0-100_0.5-1C_c,397,3,0,1,2.0,4.2,-1,3711,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_a.pkl,SNL_18650_NCA_35C_0-100_0.5-1C_a,515,3.2,0,1,2.5,4.2,-1,1824,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_b.pkl,SNL_18650_NCA_25C_0-100_0.5-1C_b,522,3.2,0,1,2.5,4.2,-1,3407,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_c.pkl,SNL_18650_NCA_35C_0-100_0.5-1C_c,515,3.2,0,1,2.5,4.2,-1,1828,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_a.pkl,SNL_18650_NMC_25C_0-100_0.5-3C_a,730,3,0,1,2.0,4.2,-1,1005,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MICH_EXP,MICH_09H_pouch_NMC_45C_0-100_2-2C.pkl,MICH_09H_pouch_NMC_45C_0-100_2-2C,175,5.0,0,1,3,4.2,-1,6511,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_a.pkl,SNL_18650_NMC_25C_0-100_0.5-1C_a,521,3,0,1,2.0,4.2,-1,2863,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_c.pkl,SNL_18650_NCA_25C_0-100_0.5-1C_c,522,3.2,0,1,2.5,4.2,-1,3414,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
UL_PUR,UL-PUR_N20-OV1_18650_NCA_23C_0-100_0.5-0.5C_a.pkl,UL-PUR_N20-OV1_18650_NCA_23C_0-100_0.5-0.5C_a,290,3.4,0,1,2.7,4.2,-1,4193,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
UL_PUR,UL-PUR_N20-EX2_18650_NCA_23C_0-100_0.5-0.5C_b.pkl,UL-PUR_N20-EX2_18650_NCA_23C_0-100_0.5-0.5C_b,309,3.4,0,1,2.7,4.2,-1,4473,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_b.pkl,SNL_18650_NCA_15C_0-100_0.5-2C_b,784,2.8800000000000003,0,1,2.5,4.2,-1,1079,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_b.pkl,SNL_18650_NCA_25C_0-100_0.5-2C_b,786,3.2,0,1,2.5,4.2,-1,488,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_d.pkl,SNL_18650_NMC_25C_0-100_0.5-1C_d,529,3,0,1,2.0,4.2,-1,1690,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NMC_35C_0-100_0.5-2C_b.pkl,SNL_18650_NMC_35C_0-100_0.5-2C_b,772,3,0,1,2.0,4.2,-1,1151,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,SNL_18650_NCA_25C_0-100_0.5-1C_a,654,3.2,0,1,2.5,4.2,-1,1615,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_c.pkl,SNL_18650_NMC_25C_0-100_0.5-3C_c,698,3,0,1,2.0,4.2,-1,1593,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MICH_EXP,MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C.pkl,MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C,177,5.0,0,1,3,4.2,-1,9250,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
