subset,file,split,repro_denom,repro_both,label,n_cycles,n_cycles_after,soh_before,soh_at_label,drop1,max_soh_after,n_above_after,first_crossing,last_crossing,last_minus_label,ratio,kind
ISU_ILCC,ISU-ILCC_G7C3.pkl,train,dis1,False,1453,9179,7726,0.80281,0.79923,0.00358,0.83536,230.0,1453.0,1772.0,319.0,1.22,일시적 교차
ISU_ILCC,ISU-ILCC_G1C4.pkl,train,dis1,False,2612,4596,1984,0.80594,0.79877,0.00717,0.88719,87.0,2612.0,2916.0,304.0,1.116,일시적 교차
ISU_ILCC,ISU-ILCC_G10C2.pkl,val,dis1,False,842,2358,1516,0.8073,0.79871,0.0085899999999999,0.82218,84.0,842.0,1140.0,298.0,1.354,일시적 교차
ISU_ILCC,ISU-ILCC_G40C1.pkl,test,repo,True,2953,8897,5944,0.80239,0.79244,0.00995,0.83633,52.0,2953.0,3241.0,288.0,1.098,일시적 교차
ISU_ILCC,ISU-ILCC_G33C3.pkl,test,dis1,False,2646,5985,3339,0.80101,0.79933,0.00168,0.8515,26.0,2646.0,2929.0,283.0,1.107,일시적 교차
ISU_ILCC,ISU-ILCC_G6C4.pkl,val,dis1,False,3474,12091,8617,0.80259,0.79888,0.0037099999999999,0.85299,169.0,3474.0,3744.0,270.0,1.078,일시적 교차
ISU_ILCC,ISU-ILCC_G54C4.pkl,test,dis1,False,3005,9419,6414,0.80174,0.79727,0.0044699999999999,0.9027,59.0,3005.0,3258.0,253.0,1.084,일시적 교차
ISU_ILCC,ISU-ILCC_G32C2.pkl,train,dis1,False,1354,5857,4503,0.80052,0.79974,0.00078,0.84827,53.0,1354.0,1607.0,253.0,1.187,일시적 교차
ISU_ILCC,ISU-ILCC_G17C2.pkl,val,dis1,False,716,1237,521,0.80713,0.79997,0.00716,0.82962,189.0,716.0,957.0,241.0,1.337,일시적 교차
ISU_ILCC,ISU-ILCC_G42C1.pkl,train,dis1,False,1700,13957,12257,0.80079,0.7999,0.0008899999999999,0.83031,26.0,1700.0,1931.0,231.0,1.136,일시적 교차
ISU_ILCC,ISU-ILCC_G12C3.pkl,train,dis1,False,1910,2972,1062,0.80187,0.7963,0.0055699999999999,0.82341,70.0,1910.0,2137.0,227.0,1.119,일시적 교차
ISU_ILCC,ISU-ILCC_G40C4.pkl,train,dis1,False,2668,10420,7752,0.80079,0.79988,0.0009099999999999,0.8481,72.0,2668.0,2891.0,223.0,1.084,일시적 교차
ISU_ILCC,ISU-ILCC_G44C3.pkl,train,dis1,False,2144,6301,4157,0.80007,0.79961,0.0004599999999999,0.83492,64.0,2144.0,2367.0,223.0,1.104,일시적 교차
ISU_ILCC,ISU-ILCC_G58C2.pkl,test,repo,True,729,4047,3318,0.83076,0.77802,0.05274,0.84441,190.0,729.0,934.0,205.0,1.281,일시적 교차
ISU_ILCC,ISU-ILCC_G27C1.pkl,val,dis1,False,665,8903,8238,0.80083,0.79976,0.00107,0.82146,26.0,665.0,856.0,191.0,1.287,일시적 교차
ISU_ILCC,ISU-ILCC_G21C3.pkl,val,repo,True,448,737,289,0.94448,0.0,0.94448,0.9474,147.0,448.0,633.0,185.0,1.413,일시적 교차
ISU_ILCC,ISU-ILCC_G58C1.pkl,train,dis1,False,1521,5378,3857,0.80183,0.79936,0.00247,0.83136,101.0,1521.0,1706.0,185.0,1.122,일시적 교차
ISU_ILCC,ISU-ILCC_G2C1.pkl,val,dis1,False,1119,2566,1447,0.80291,0.79927,0.0036399999999999,0.83528,93.0,1119.0,1293.0,174.0,1.155,일시적 교차
ISU_ILCC,ISU-ILCC_G7C4.pkl,train,dis1,False,1269,3538,2269,0.80261,0.79939,0.00322,0.82563,67.0,1269.0,1441.0,172.0,1.136,일시적 교차
ISU_ILCC,ISU-ILCC_G50C2.pkl,train,dis1,False,2561,15269,12708,0.80372,0.79981,0.0039099999999999,0.83005,40.0,2561.0,2727.0,166.0,1.065,일시적 교차
ISU_ILCC,ISU-ILCC_G7C1.pkl,train,dis1,False,1005,3033,2028,0.8055,0.79763,0.00787,0.82847,36.0,1005.0,1166.0,161.0,1.16,일시적 교차
ISU_ILCC,ISU-ILCC_G34C4.pkl,val,dis1,False,2440,16586,14146,0.80223,0.79977,0.00246,0.84063,59.0,2440.0,2593.0,153.0,1.063,일시적 교차
ISU_ILCC,ISU-ILCC_G34C3.pkl,train,dis1,False,2244,13646,11402,0.80171,0.79875,0.00296,0.83602,37.0,2244.0,2397.0,153.0,1.068,일시적 교차
ISU_ILCC,ISU-ILCC_G44C1.pkl,train,dis1,False,1405,5108,3703,0.80039,0.79918,0.00121,0.85232,25.0,1405.0,1554.0,149.0,1.106,일시적 교차
ISU_ILCC,ISU-ILCC_G25C1.pkl,train,dis1,False,726,1523,797,0.8017,0.79889,0.0028099999999999,0.83719,48.0,726.0,870.0,144.0,1.198,일시적 교차
ISU_ILCC,ISU-ILCC_G17C4.pkl,train,repo,True,674,1069,395,0.80665,0.79594,0.0107099999999999,0.82079,93.0,674.0,812.0,138.0,1.205,일시적 교차
ISU_ILCC,ISU-ILCC_G7C2.pkl,val,dis1,False,1166,2775,1609,0.80073,0.7985,0.00223,0.83192,64.0,1166.0,1303.0,137.0,1.117,일시적 교차
ISU_ILCC,ISU-ILCC_G33C1.pkl,val,dis1,False,1667,6453,4786,0.8387,0.79406,0.04464,0.82201,35.0,1667.0,1803.0,136.0,1.082,일시적 교차
ISU_ILCC,ISU-ILCC_G30C2.pkl,train,dis1,False,658,1231,573,0.80007,0.79915,0.0009199999999999,0.85607,122.0,658.0,793.0,135.0,1.205,일시적 교차
ISU_ILCC,ISU-ILCC_G4C1.pkl,train,dis1,False,1271,2834,1563,0.80161,0.7988,0.00281,0.82365,106.0,1271.0,1404.0,133.0,1.105,일시적 교차
ISU_ILCC,ISU-ILCC_G25C2.pkl,train,dis1,False,826,1589,763,0.80141,0.79846,0.00295,0.83266,48.0,826.0,956.0,130.0,1.157,일시적 교차
ISU_ILCC,ISU-ILCC_G61C2.pkl,train,dis1,False,836,7487,6651,0.81867,0.7851,0.0335699999999999,0.82169,116.0,836.0,962.0,126.0,1.151,일시적 교차
ISU_ILCC,ISU-ILCC_G43C4.pkl,train,dis1,False,2043,14465,12422,0.80237,0.79983,0.0025399999999999,0.84631,69.0,2043.0,2166.0,123.0,1.06,일시적 교차
ISU_ILCC,ISU-ILCC_G42C3.pkl,train,dis1,False,1185,13829,12644,0.80213,0.79951,0.0026199999999999,0.82405,29.0,1185.0,1308.0,123.0,1.104,일시적 교차
ISU_ILCC,ISU-ILCC_G47C4.pkl,train,dis1,False,902,6086,5184,0.80268,0.79999,0.0026899999999999,0.82162,17.0,902.0,1021.0,119.0,1.132,일시적 교차
ISU_ILCC,ISU-ILCC_G33C4.pkl,train,dis1,False,1472,5009,3537,0.80264,0.79926,0.00338,0.8295,18.0,1472.0,1591.0,119.0,1.081,일시적 교차
ISU_ILCC,ISU-ILCC_G33C2.pkl,test,dis1,False,1500,5746,4246,0.80104,0.7997,0.00134,0.82406,13.0,1500.0,1611.0,111.0,1.074,일시적 교차
ISU_ILCC,ISU-ILCC_G2C2.pkl,test,dis1,False,743,2610,1867,0.80256,0.79978,0.00278,0.83096,63.0,743.0,846.0,103.0,1.139,일시적 교차
ISU_ILCC,ISU-ILCC_G29C4.pkl,train,dis1,False,1166,3226,2060,0.80001,0.79876,0.0012499999999999,0.821,17.0,1166.0,1269.0,103.0,1.088,일시적 교차
ISU_ILCC,ISU-ILCC_G43C1.pkl,train,dis1,False,2204,22037,19833,0.80006,0.79888,0.0011799999999999,0.84815,99.0,2204.0,2304.0,100.0,1.045,일시적 교차
ISU_ILCC,ISU-ILCC_G47C3.pkl,val,dis1,False,925,5977,5052,0.80224,0.79907,0.00317,0.82862,27.0,925.0,1023.0,98.0,1.106,일시적 교차
ISU_ILCC,ISU-ILCC_G51C2.pkl,train,dis1,False,1021,5504,4483,0.80024,0.79941,0.0008299999999999,0.82279,24.0,1021.0,1101.0,80.0,1.078,일시적 교차
ISU_ILCC,ISU-ILCC_G17C3.pkl,train,dis1,False,932,1304,372,0.80518,0.79955,0.00563,0.82421,29.0,932.0,1006.0,74.0,1.079,일시적 교차
ISU_ILCC,ISU-ILCC_G44C2.pkl,train,dis1,False,1989,7742,5753,0.80026,0.79967,0.0005899999999999,0.84836,19.0,1989.0,2062.0,73.0,1.037,일시적 교차
ISU_ILCC,ISU-ILCC_G27C3.pkl,train,dis1,False,446,3679,3233,0.80186,0.79996,0.0019,0.82691,20.0,446.0,481.0,35.0,1.078,일시적 교차
MATR,MATR_b4c40.pkl,train,repo,False,871,1122,251,0.91834,0.78635,0.13199,0.91505,215.0,871.0,1088.0,217.0,1.249,일시적 교차
MATR,MATR_b4c38.pkl,train,repo,False,1055,1230,175,0.87103,0.78764,0.0833899999999999,0.86607,108.0,1055.0,1165.0,110.0,1.104,일시적 교차
MICH,MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c.pkl,train,repo,False,390,540,150,0.80212,0.79746,0.0046600000000001,0.83051,6.0,390.0,400.0,10.0,1.026,일시적 교차
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_b.pkl,test,repo,False,2902,4062,1160,0.80091,0.8,0.0009099999999999,0.83909,17.0,2902.0,3560.0,658.0,1.227,일시적 교차
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_a.pkl,train,repo,False,226,916,690,0.80035,0.79931,0.00104,0.91389,56.0,226.0,658.0,432.0,2.912,일시적 교차
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,train,repo,False,3139,4062,923,0.80091,0.8,0.0009099999999999,0.82909,8.0,3139.0,3560.0,421.0,1.134,일시적 교차
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_b.pkl,test,repo,False,250,784,534,0.80278,0.79792,0.00486,0.92743,65.0,250.0,657.0,407.0,2.628,일시적 교차
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_a.pkl,train,repo,False,263,654,391,0.90156,0.77875,0.1228099999999999,0.87844,17.0,263.0,653.0,390.0,2.483,일시적 교차
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_a.pkl,train,repo,False,3197,4569,1372,0.80091,0.8,0.0009099999999999,0.82091,8.0,3197.0,3560.0,363.0,1.114,일시적 교차
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_a.pkl,,repo,False,711,1123,412,0.80052,0.8,0.0005199999999999,0.84219,81.0,711.0,1019.0,308.0,1.433,일시적 교차
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_b.pkl,val,repo,False,229,786,557,0.80219,0.79844,0.0037499999999999,0.88938,27.0,229.0,527.0,298.0,2.301,일시적 교차
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_c.pkl,train,repo,False,792,1251,459,0.8099,0.79167,0.0182299999999999,0.88073,182.0,792.0,1037.0,245.0,1.309,일시적 교차
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_b.pkl,train,repo,False,320,786,466,0.80062,0.79969,0.0009299999999999,0.86875,12.0,320.0,527.0,207.0,1.647,일시적 교차
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_b.pkl,,repo,False,976,1250,274,0.80052,0.8,0.0005199999999999,0.86198,133.0,976.0,1169.0,193.0,1.198,일시적 교차
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_a.pkl,test,repo,False,335,786,451,0.80062,0.8,0.0006199999999999,0.86375,16.0,335.0,527.0,192.0,1.573,일시적 교차
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_b.pkl,train,repo,False,632,918,286,0.80069,0.8,0.0006899999999999,0.85243,57.0,632.0,791.0,159.0,1.252,일시적 교차
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,val,repo,False,378,654,276,0.80031,0.79969,0.0006199999999999,0.85031,45.0,378.0,527.0,149.0,1.394,일시적 교차
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_d.pkl,val,repo,False,382,654,272,0.80062,0.8,0.0006199999999999,0.83594,31.0,382.0,527.0,145.0,1.38,일시적 교차
SNL,SNL_18650_NCA_25C_0-100_0.5-0.5C_b.pkl,train,repo,False,180,916,736,0.8025,0.79719,0.00531,0.85406,88.0,180.0,311.0,131.0,1.728,일시적 교차
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_b.pkl,val,repo,False,310,522,212,0.80031,0.79937,0.0009399999999999,0.82594,31.0,310.0,402.0,92.0,1.297,일시적 교차
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_d.pkl,val,repo,False,840,1509,669,0.81927,0.77812,0.04115,0.85156,36.0,840.0,927.0,87.0,1.104,일시적 교차
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_a.pkl,train,repo,False,331,522,191,0.80035,0.79861,0.0017399999999999,0.83021,8.0,331.0,395.0,64.0,1.193,일시적 교차
