seed,cell,rel_change_abs,contrib_mape,abs_contrib_mape,seed_pearson_r
2024,ISU-ILCC_G3C1.pkl,0.03724604966139955,0.00019965701099413884,0.00019965701099413884,0.950599
2024,ISU-ILCC_G63C4.pkl,0.023728813559322035,-0.0001479610554467042,0.0001479610554467042,0.950599
2024,ISU-ILCC_G33C2.pkl,0.015333333333333332,-0.00014347243662801552,0.00014347243662801552,0.950599
2024,ISU-ILCC_G55C3.pkl,0.025745257452574527,-2.4665860304555078e-05,2.4665860304555078e-05,0.950599
2024,ISU-ILCC_G8C1.pkl,0.008928571428571428,-6.636246761647865e-05,6.636246761647865e-05,0.950599
2024,ISU-ILCC_G41C2.pkl,0.014965986394557823,-9.208988022382226e-05,9.208988022382226e-05,0.950599
2024,ISU-ILCC_G59C4.pkl,0.006369426751592357,-5.3352063596939184e-05,5.3352063596939184e-05,0.950599
2024,ISU-ILCC_G60C3.pkl,0.01715686274509804,0.00013572785249403883,0.00013572785249403883,0.950599
2024,ISU-ILCC_G56C1.pkl,0.007383100902378999,-4.34646365835115e-05,4.34646365835115e-05,0.950599
2024,ISU-ILCC_G3C4.pkl,0.005628517823639775,4.062692731308282e-05,4.062692731308282e-05,0.950599
2024,ISU-ILCC_G2C3.pkl,0.003134796238244514,3.362026973731351e-05,3.362026973731351e-05,0.950599
2024,ISU-ILCC_G2C2.pkl,0.0026917900403768506,3.303392177577691e-05,3.303392177577691e-05,0.950599
2024,ISU-ILCC_G58C4.pkl,0.04836065573770492,0.0003590773374334048,0.0003590773374334048,0.950599
2024,ISU-ILCC_G54C3.pkl,0.015770840038622464,0.00010104156827494355,0.00010104156827494355,0.950599
2024,ISU-ILCC_G41C1.pkl,0.06484149855907781,0.0002399901844171421,0.0002399901844171421,0.950599
2024,ISU-ILCC_G33C3.pkl,0.003779289493575208,-3.0180569626753788e-05,3.0180569626753788e-05,0.950599
2024,ISU-ILCC_G54C4.pkl,0.002329450915141431,1.5187140118596129e-05,1.5187140118596129e-05,0.950599
7,ISU-ILCC_G14C4.pkl,0.2485207100591716,0.0024981834179094694,0.0024981834179094694,0.947355
7,ISU-ILCC_G13C1.pkl,0.1952662721893491,0.0019349118541861494,0.0019349118541861494,0.947355
7,ISU-ILCC_G2C4.pkl,0.1367604267701261,0.0018369606793022836,0.0018369606793022836,0.947355
7,ISU-ILCC_G12C2.pkl,0.04904306220095694,0.0008057820281833518,0.0008057820281833518,0.947355
7,ISU-ILCC_G56C4.pkl,0.08602150537634409,-0.0003858682954471462,0.0003858682954471462,0.947355
7,ISU-ILCC_G8C3.pkl,0.10493046776232617,-0.0006605148322435925,0.0006605148322435925,0.947355
7,ISU-ILCC_G51C3.pkl,0.06803594351732992,0.0003538192227232867,0.0003538192227232867,0.947355
7,ISU-ILCC_G48C3.pkl,0.06487148102815178,0.0002940705088351318,0.0002940705088351318,0.947355
7,ISU-ILCC_G14C2.pkl,0.06315789473684211,-0.0003196288185928526,0.0003196288185928526,0.947355
7,ISU-ILCC_G61C4.pkl,0.05412371134020619,0.00021060610431685285,0.00021060610431685285,0.947355
7,ISU-ILCC_G3C1.pkl,0.03724604966139955,0.0001884677832933981,0.0001884677832933981,0.947355
7,ISU-ILCC_G63C4.pkl,0.023728813559322035,-0.00012337821019346877,0.00012337821019346877,0.947355
7,ISU-ILCC_G33C2.pkl,0.015333333333333332,-0.00011915998510423888,0.00011915998510423888,0.947355
7,ISU-ILCC_G55C3.pkl,0.025745257452574527,-0.00019107255870747162,0.00019107255870747162,0.947355
7,ISU-ILCC_G8C1.pkl,0.008928571428571428,-7.161652956151839e-05,7.161652956151839e-05,0.947355
7,ISU-ILCC_G41C2.pkl,0.014965986394557823,-9.678805755837576e-05,9.678805755837576e-05,0.947355
7,ISU-ILCC_G59C4.pkl,0.006369426751592357,-5.650768718745206e-05,5.650768718745206e-05,0.947355
7,ISU-ILCC_G60C3.pkl,0.01715686274509804,0.00010973082371699099,0.00010973082371699099,0.947355
7,ISU-ILCC_G56C1.pkl,0.007383100902378999,-3.820615487604349e-05,3.820615487604349e-05,0.947355
7,ISU-ILCC_G3C4.pkl,0.005628517823639775,2.8955030498916638e-05,2.8955030498916638e-05,0.947355
7,ISU-ILCC_G2C3.pkl,0.003134796238244514,3.543229019422453e-05,3.543229019422453e-05,0.947355
7,ISU-ILCC_G2C2.pkl,0.0026917900403768506,2.782898476672608e-05,2.782898476672608e-05,0.947355
7,ISU-ILCC_G58C4.pkl,0.04836065573770492,-0.00029700789820557373,0.00029700789820557373,0.947355
7,ISU-ILCC_G54C3.pkl,0.015770840038622464,0.00011693245006948515,0.00011693245006948515,0.947355
7,ISU-ILCC_G41C1.pkl,0.06484149855907781,0.0003216891268948337,0.0003216891268948337,0.947355
7,ISU-ILCC_G33C3.pkl,0.003779289493575208,2.5603985268231668e-05,2.5603985268231668e-05,0.947355
7,ISU-ILCC_G54C4.pkl,0.002329450915141431,1.6729678732623082e-05,1.6729678732623082e-05,0.947355
1234,ISU-ILCC_G14C4.pkl,0.2485207100591716,0.003564468125719808,0.003564468125719808,0.912979
1234,ISU-ILCC_G13C1.pkl,0.1952662721893491,0.0022320451779602873,0.0022320451779602873,0.912979
1234,ISU-ILCC_G2C4.pkl,0.1367604267701261,0.0019197485903671,0.0019197485903671,0.912979
1234,ISU-ILCC_G12C2.pkl,0.04904306220095694,0.0009356119005037157,0.0009356119005037157,0.912979
1234,ISU-ILCC_G56C4.pkl,0.08602150537634409,-0.0005142773140265632,0.0005142773140265632,0.912979
1234,ISU-ILCC_G8C3.pkl,0.10493046776232617,3.415351545443386e-05,3.415351545443386e-05,0.912979
1234,ISU-ILCC_G51C3.pkl,0.06803594351732992,0.00041816683631749213,0.00041816683631749213,0.912979
1234,ISU-ILCC_G48C3.pkl,0.06487148102815178,0.0003227167750118986,0.0003227167750118986,0.912979
1234,ISU-ILCC_G14C2.pkl,0.06315789473684211,0.0006583225893170647,0.0006583225893170647,0.912979
1234,ISU-ILCC_G61C4.pkl,0.05412371134020619,0.000232601472404953,0.000232601472404953,0.912979
1234,ISU-ILCC_G3C1.pkl,0.03724604966139955,0.00019049410921958277,0.00019049410921958277,0.912979
1234,ISU-ILCC_G63C4.pkl,0.023728813559322035,-0.00014584510303935542,0.00014584510303935542,0.912979
1234,ISU-ILCC_G33C2.pkl,0.015333333333333332,-0.0001321815748322959,0.0001321815748322959,0.912979
1234,ISU-ILCC_G55C3.pkl,0.025745257452574527,9.448520036177657e-06,9.448520036177657e-06,0.912979
1234,ISU-ILCC_G8C1.pkl,0.008928571428571428,-8.207819185813266e-05,8.207819185813266e-05,0.912979
1234,ISU-ILCC_G41C2.pkl,0.014965986394557823,-0.00010279521739881821,0.00010279521739881821,0.912979
1234,ISU-ILCC_G59C4.pkl,0.006369426751592357,-5.1236779318434725e-05,5.1236779318434725e-05,0.912979
1234,ISU-ILCC_G60C3.pkl,0.01715686274509804,-9.703635616509401e-05,9.703635616509401e-05,0.912979
1234,ISU-ILCC_G56C1.pkl,0.007383100902378999,-4.117263744333565e-05,4.117263744333565e-05,0.912979
1234,ISU-ILCC_G3C4.pkl,0.005628517823639775,4.122970009341089e-05,4.122970009341089e-05,0.912979
1234,ISU-ILCC_G2C3.pkl,0.003134796238244514,4.0047347226488235e-05,4.0047347226488235e-05,0.912979
1234,ISU-ILCC_G2C2.pkl,0.0026917900403768506,3.9985888060550015e-05,3.9985888060550015e-05,0.912979
1234,ISU-ILCC_G58C4.pkl,0.04836065573770492,0.0003432251162408441,0.0003432251162408441,0.912979
1234,ISU-ILCC_G54C3.pkl,0.015770840038622464,-9.640112232857576e-05,9.640112232857576e-05,0.912979
1234,ISU-ILCC_G41C1.pkl,0.06484149855907781,-7.284929675431639e-05,7.284929675431639e-05,0.912979
1234,ISU-ILCC_G33C3.pkl,0.003779289493575208,2.1716918759307915e-05,2.1716918759307915e-05,0.912979
1234,ISU-ILCC_G54C4.pkl,0.002329450915141431,-1.3701961496954764e-05,1.3701961496954764e-05,0.912979
